15:52:08.395,1012464,1035.9847000,2.2784443
15:52:08.433,1044468,1033.4202000,2.2384832
15:52:08.433,1076472,1038.2080000,2.4399157
15:52:08.471,1108476,1037.0320000,2.4063697
15:52:08.508,1140476,1038.3076000,2.1538281
15:52:08.546,1172476,1037.0735000,2.2001910
15:52:08.579,1204472,1037.3519000,2.4065993
15:52:08.614,1236472,1038.3412000,2.5695887
15:52:08.651,1268480,1031.3844000,2.3703978
15:52:08.687,1300492,1038.4645000,2.3161967
15:52:08.724,1332492,1035.0380000,2.1216989
15:52:08.724,1364500,1034.6462000,2.1191871
15:52:08.757,1396492,1037.0267000,2.1823003
15:52:08.794,1428488,1038.2749000,2.2390161
15:52:08.829,1460484,1034.8462000,2.0371628
15:52:08.866,1492484,1036.0902000,2.0999968
15:52:08.903,1524492,1034.9913000,2.2934167
15:52:08.938,1556496,1036.0231000,2.6110928
15:52:08.976,1588480,1035.8383000,2.4803042
15:52:09.013,1620476,1035.2432000,2.5002308
15:52:09.013,1652464,1038.6833000,2.5038600
15:52:09.049,1684472,1039.8823000,2.5561318
15:52:09.086,1716476,1036.2456000,2.1651087
15:52:09.120,1748472,1039.8624000,1.9140356
15:52:09.158,1780456,1039.9210000,2.4310248
15:52:09.192,1812448,1038.4382000,2.4036105
15:52:09.227,1844440,1039.0341000,2.3577914
15:52:09.263,1876436,1037.2028000,2.2551153
15:52:09.296,1908432,1036.7949000,2.4367409
15:52:09.332,1940440,1032.5275000,2.4187586
15:52:09.332,1972444,1031.5938000,2.4897673
15:52:09.368,2004448,1039.9504000,2.3094015
15:52:09.406,2036444,1038.0323000,2.4973421
15:52:09.442,2068440,1040.8781000,2.2987785
15:52:09.475,2100448,1035.5637000,2.0834394
15:52:09.511,2132448,1036.2479000,2.2708952
15:52:09.545,2164452,1036.3130000,2.3874154
15:52:09.583,2196452,1037.8383000,2.3083930
15:52:09.621,2228452,1034.8524000,2.4159656
15:52:09.621,2260456,1039.4427000,2.2171106
15:52:09.657,2292448,1035.8613000,2.2001643
15:52:09.691,2324436,1036.9125000,2.2358551
15:52:09.728,2356432,1037.3949000,2.5138593
15:52:09.763,2388436,1033.9154000,2.2977781
15:52:09.801,2420444,1038.3125000,2.1860578
15:52:09.837,2452444,1037.5016000,2.4859185
15:52:09.871,2484448,1041.2062000,2.3855252
15:52:09.908,2516440,1041.0544000,2.4219692
15:52:09.908,2548436,1038.0585000,2.3904977
15:52:09.944,2580444,1032.0243000,2.5416191
15:52:09.978,2612432,1035.0193000,2.3997569
15:52:10.011,2644444,1037.2194000,2.3857081
15:52:10.044,2676444,1034.4888000,2.4564874
15:52:10.081,2708456,1035.1174000,2.2840450
15:52:10.117,2740448,1036.8788000,2.1815934
15:52:10.154,2772452,1037.8577000,2.1149392
15:52:10.191,2804456,1040.4841000,2.4117336
15:52:10.224,2836452,1040.7734000,2.2530625
15:52:10.263,2868456,1036.5085000,2.4484177
15:52:10.263,2900456,1037.9706000,2.3925178
15:52:10.297,2932460,1033.3660000,2.3890240
15:52:10.334,2964460,1037.2915000,2.1084890
15:52:10.371,2996464,1035.6282000,2.3888412
15:52:10.409,3028468,1037.5161000,2.1398377
15:52:10.443,3060472,1037.3282000,2.2245803
15:52:10.477,3092468,1038.2919000,2.5035694
15:52:10.515,3124476,1034.5828000,2.2121298
15:52:10.515,3156476,1035.3113000,2.4110458
15:52:10.551,3188464,1036.7953000,2.1072741
15:52:10.585,3220468,1035.5082000,2.3110015
15:52:10.621,3252460,1037.9066000,2.1909251
15:52:10.658,3284460,1035.0924000,2.3487260
15:52:10.696,3316460,1037.1235000,2.2052646
15:52:10.729,3348452,1036.4403000,2.3207786
15:52:10.763,3380456,1038.6187000,2.2051589
15:52:10.800,3412460,1040.4628000,2.3057439
15:52:10.836,3444456,1039.4648000,2.2987912
15:52:10.836,3476464,1041.5363000,2.4970157
15:52:10.874,3508468,1035.8275000,2.2179897
15:52:10.907,3540480,1034.4469000,2.2475140
15:52:10.945,3572476,1035.6351000,2.3737595
15:52:10.978,3604488,1040.1837000,2.4711349
15:52:11.012,3636484,1042.1373000,2.8512917
15:52:11.046,3668476,1033.5369000,2.6771457
15:52:11.084,3700484,1038.7097000,2.2042613
15:52:11.121,3732492,1037.2214000,2.6114159
15:52:11.158,3764484,1041.0298000,2.4639285
15:52:11.158,3796484,1035.5662000,2.1613955
15:52:11.193,3828484,1037.8563000,2.4921043
15:52:11.228,3860488,1034.6515000,2.3659613
15:52:11.264,3892488,1035.4457000,2.0721779
15:52:11.300,3924488,1035.8958000,2.3241746
15:52:11.338,3956492,1038.2242000,2.3872449
15:52:11.372,3988496,1039.7489000,2.5323844
15:52:11.410,4020508,1039.3137000,2.4034772
15:52:11.410,4052508,1036.3658000,2.4777215
15:52:11.446,4084508,1038.9614000,2.4178801
15:52:11.482,4116512,1036.3591000,2.2735851
15:52:11.516,4148516,1035.5219000,2.4836814
15:52:11.552,4180528,1037.0862000,2.4700630
15:52:11.590,4212528,1036.5907000,2.4422286
15:52:11.625,4244532,1039.7064000,2.3226087
15:52:11.662,4276532,1035.6199000,2.2175434
15:52:11.700,4308540,1035.7338000,2.4400349
15:52:11.738,4340540,1040.2570000,2.5312810
15:52:11.738,4372540,1037.0394000,2.4235790
15:52:11.775,4404544,1038.3802000,2.4998581
15:52:11.811,4436560,1032.9608000,2.2379758
15:52:11.846,4468572,1037.6266000,2.3158827
15:52:11.884,4500572,1036.9869000,2.4288330
15:52:11.920,4532580,1037.6272000,2.4178081
15:52:11.958,4564584,1036.7417000,2.2328725
15:52:11.958,4596588,1036.5542000,2.3866596
15:52:11.995,4628592,1039.9463000,2.2140102
15:52:12.030,4660596,1036.9454000,2.4573519
15:52:12.067,4692604,1038.7463000,2.3520570
15:52:12.104,4724612,1036.8535000,2.2480059
15:52:12.140,4756612,1034.4017000,2.3430688
15:52:12.178,4788620,1037.6628000,2.2559927
15:52:12.214,4820628,1038.3671000,2.4444203
15:52:12.214,4852628,1037.3484000,2.4345062
15:52:12.251,4884620,1037.7377000,2.1668556
15:52:12.287,4916636,1034.0427000,2.3001454
15:52:12.321,4948620,1034.3843000,2.4510312
15:52:12.356,4980612,1038.1418000,2.3948765
15:52:12.394,5012616,1038.0950000,2.2501411
15:52:12.430,5044616,1035.7610000,2.4061761
15:52:12.468,5076616,1037.9279000,2.3716743
15:52:12.468,5108624,1036.3690000,2.3803957
15:52:12.503,5140628,1038.3492000,2.4451823
15:52:12.536,5172632,1038.1105000,2.1648264
15:52:12.569,5204628,1039.8262000,2.4497604
15:52:12.603,5236636,1034.3850000,2.2596793
15:52:12.638,5268644,1041.6254000,2.3588529
15:52:12.676,5300652,1037.9739000,2.5194452
15:52:12.713,5332660,1034.1777000,2.4142904
15:52:12.751,5364656,1034.0353000,2.4777215
15:52:12.788,5396660,1036.2183000,2.5458295
15:52:12.788,5428660,1036.8619000,2.2716644
15:52:12.823,5460664,1033.0697000,2.4058735
15:52:12.860,5492664,1041.9351000,2.1808460
15:52:12.893,5524668,1037.2346000,2.5031972
15:52:12.928,5556660,1036.6932000,2.4077117
15:52:12.966,5588660,1038.8180000,2.2859936
15:52:13.004,5620676,1037.8700000,2.4360240
15:52:13.039,5652688,1033.9484000,2.2510982
15:52:13.072,5684696,1036.6101000,2.0783484
15:52:13.110,5716692,1034.5585000,2.2586486
15:52:13.110,5748704,1035.6425000,2.1855385
15:52:13.146,5780708,1037.6006000,2.1808195
15:52:13.183,5812708,1038.2338000,2.2565732
15:52:13.217,5844712,1033.8506000,2.0239620
15:52:13.254,5876700,1038.5858000,2.4338605
15:52:13.291,5908704,1039.0081000,2.3891337
15:52:13.325,5940704,1040.5521000,2.0800142
15:52:13.361,5972688,1038.4561000,2.5696681
15:52:13.395,6004696,1038.5033000,2.3523540
15:52:13.432,6036688,1036.7511000,2.2502189
15:52:13.432,6068692,1036.5493000,2.3763943
15:52:13.466,6100692,1037.4808000,2.3597903
15:52:13.504,6132680,1040.1644000,2.2062013
15:52:13.541,6164664,1039.4449000,2.0031919
15:52:13.577,6196660,1037.9833000,2.4325569
15:52:13.612,6228672,1039.5469000,2.4160018
15:52:13.649,6260672,1037.5388000,2.3429694
15:52:13.684,6292680,1040.5553000,2.3385060
15:52:13.684,6324684,1036.1692000,2.4433725
15:52:13.719,6356684,1039.5126000,2.3436775
15:52:13.756,6388688,1032.5208000,2.7400787
15:52:13.794,6420684,1037.5355000,2.4399037
15:52:13.831,6452688,1033.3882000,2.1727705
15:52:13.868,6484684,1035.8123000,2.1986957
15:52:13.901,6516692,1037.0504000,2.3455520
15:52:13.939,6548688,1034.9684000,2.1692450
15:52:13.975,6580696,1039.1102000,2.4618959
15:52:13.975,6612700,1038.5371000,2.2481225
15:52:14.008,6644696,1038.1449000,2.4528356
15:52:14.042,6676700,1035.8998000,2.3903515
15:52:14.083,6708704,1039.5220000,2.4680119
15:52:14.117,6740708,1039.4500000,2.4708993
15:52:14.151,6772720,1034.4563000,2.1141822
15:52:14.187,6804716,1037.0260000,2.3875740
15:52:14.221,6836716,1035.3062000,2.2469442
15:52:14.256,6868716,1034.0525000,2.0567834
15:52:14.293,6900712,1036.2007000,2.1528687
15:52:14.293,6932716,1040.7472000,2.1073294
15:52:14.327,6964716,1036.6268000,2.3214557
15:52:14.364,6996724,1039.2888000,2.4476688
15:52:14.397,7028752,1039.8367000,2.3280156
15:52:14.433,7060752,1040.9088000,2.4051962
15:52:14.471,7092752,1036.4003000,2.4495940
15:52:14.508,7124748,1034.9253000,2.6313007
15:52:14.542,7156748,1032.0602000,2.2092204
15:52:14.579,7188732,1032.2930000,2.2352695
15:52:14.615,7220736,1034.7502000,2.4035621
15:52:14.615,7252728,1037.8439000,2.1066248
15:52:14.652,7284728,1038.8424000,2.2991962
15:52:14.690,7316740,1039.7651000,2.0957797
15:52:14.726,7348748,1038.7717000,2.4168448
15:52:14.762,7380756,1042.4017000,2.3546293
15:52:14.800,7412756,1039.3998000,2.4619904
15:52:14.835,7444768,1039.0780000,2.4949169
15:52:14.873,7476776,1037.3315000,2.1558270
15:52:14.873,7508776,1036.9230000,2.5143919
15:52:14.910,7540784,1037.8129000,2.2115507
15:52:14.947,7572776,1037.6149000,2.0622523
15:52:14.985,7604780,1040.7819000,2.2092466
15:52:15.018,7636780,1037.0593000,2.3335848
15:52:15.054,7668784,1040.2760000,2.3466187
15:52:15.091,7700780,1038.5905000,2.5850477
