,timestamp,us,acc,ang,label
0,52:08.4,1012464,1035.9847,2.2784443,0
1,52:08.4,1044468,1033.4202,2.2384832,0
2,52:08.4,1076472,1038.208,2.4399157,0
3,52:08.5,1108476,1037.032,2.4063697,0
4,52:08.5,1140476,1038.3076,2.1538281,0
5,52:08.5,1172476,1037.0735,2.200191,0
6,52:08.6,1204472,1037.3519,2.4065993,0
7,52:08.6,1236472,1038.3412,2.5695887,0
8,52:08.7,1268480,1031.3844,2.3703978,0
9,52:08.7,1300492,1038.4645,2.3161967,0
10,52:08.7,1332492,1035.038,2.1216989,0
11,52:08.7,1364500,1034.6462,2.1191871,0
12,52:08.8,1396492,1037.0267,2.1823003,0
13,52:08.8,1428488,1038.2749,2.2390161,0
14,52:08.8,1460484,1034.8462,2.0371628,0
15,52:08.9,1492484,1036.0902,2.0999968,0
16,52:08.9,1524492,1034.9913,2.2934167,0
17,52:08.9,1556496,1036.0231,2.6110928,0
18,52:09.0,1588480,1035.8383,2.4803042,0
19,52:09.0,1620476,1035.2432,2.5002308,0
20,52:09.0,1652464,1038.6833,2.50386,0
21,52:09.0,1684472,1039.8823,2.5561318,0
22,52:09.1,1716476,1036.2456,2.1651087,0
23,52:09.1,1748472,1039.8624,1.9140356,0
24,52:09.2,1780456,1039.921,2.4310248,0
25,52:09.2,1812448,1038.4382,2.4036105,0
26,52:09.2,1844440,1039.0341,2.3577914,0
27,52:09.3,1876436,1037.2028,2.2551153,0
28,52:09.3,1908432,1036.7949,2.4367409,0
29,52:09.3,1940440,1032.5275,2.4187586,0
30,52:09.3,1972444,1031.5938,2.4897673,0
31,52:09.4,2004448,1039.9504,2.3094015,0
32,52:09.4,2036444,1038.0323,2.4973421,0
33,52:09.4,2068440,1040.8781,2.2987785,0
34,52:09.5,2100448,1035.5637,2.0834394,0
35,52:09.5,2132448,1036.2479,2.2708952,0
36,52:09.5,2164452,1036.313,2.3874154,0
37,52:09.6,2196452,1037.8383,2.308393,0
38,52:09.6,2228452,1034.8524,2.4159656,0
39,52:09.6,2260456,1039.4427,2.2171106,0
40,52:09.7,2292448,1035.8613,2.2001643,0
41,52:09.7,2324436,1036.9125,2.2358551,0
42,52:09.7,2356432,1037.3949,2.5138593,0
43,52:09.8,2388436,1033.9154,2.2977781,0
44,52:09.8,2420444,1038.3125,2.1860578,0
45,52:09.8,2452444,1037.5016,2.4859185,0
46,52:09.9,2484448,1041.2062,2.3855252,0
47,52:09.9,2516440,1041.0544,2.4219692,0
48,52:09.9,2548436,1038.0585,2.3904977,0
49,52:09.9,2580444,1032.0243,2.5416191,0
50,52:10.0,2612432,1035.0193,2.3997569,0
51,52:10.0,2644444,1037.2194,2.3857081,0
52,52:10.0,2676444,1034.4888,2.4564874,0
53,52:10.1,2708456,1035.1174,2.284045,0
54,52:10.1,2740448,1036.8788,2.1815934,0
55,52:10.2,2772452,1037.8577,2.1149392,0
56,52:10.2,2804456,1040.4841,2.4117336,0
57,52:10.2,2836452,1040.7734,2.2530625,0
58,52:10.3,2868456,1036.5085,2.4484177,0
59,52:10.3,2900456,1037.9706,2.3925178,0
60,52:10.3,2932460,1033.366,2.389024,0
61,52:10.3,2964460,1037.2915,2.108489,0
62,52:10.4,2996464,1035.6282,2.3888412,0
63,52:10.4,3028468,1037.5161,2.1398377,0
64,52:10.4,3060472,1037.3282,2.2245803,0
65,52:10.5,3092468,1038.2919,2.5035694,0
66,52:10.5,3124476,1034.5828,2.2121298,0
67,52:10.5,3156476,1035.3113,2.4110458,0
68,52:10.6,3188464,1036.7953,2.1072741,0
69,52:10.6,3220468,1035.5082,2.3110015,0
70,52:10.6,3252460,1037.9066,2.1909251,0
71,52:10.7,3284460,1035.0924,2.348726,0
72,52:10.7,3316460,1037.1235,2.2052646,0
73,52:10.7,3348452,1036.4403,2.3207786,0
74,52:10.8,3380456,1038.6187,2.2051589,0
75,52:10.8,3412460,1040.4628,2.3057439,0
76,52:10.8,3444456,1039.4648,2.2987912,0
77,52:10.8,3476464,1041.5363,2.4970157,0
78,52:10.9,3508468,1035.8275,2.2179897,0
79,52:10.9,3540480,1034.4469,2.247514,0
80,52:10.9,3572476,1035.6351,2.3737595,0
81,52:11.0,3604488,1040.1837,2.4711349,0
82,52:11.0,3636484,1042.1373,2.8512917,0
83,52:11.0,3668476,1033.5369,2.6771457,0
84,52:11.1,3700484,1038.7097,2.2042613,0
85,52:11.1,3732492,1037.2214,2.6114159,0
86,52:11.2,3764484,1041.0298,2.4639285,0
87,52:11.2,3796484,1035.5662,2.1613955,0
88,52:11.2,3828484,1037.8563,2.4921043,0
89,52:11.2,3860488,1034.6515,2.3659613,0
90,52:11.3,3892488,1035.4457,2.0721779,0
91,52:11.3,3924488,1035.8958,2.3241746,0
92,52:11.3,3956492,1038.2242,2.3872449,0
93,52:11.4,3988496,1039.7489,2.5323844,0
94,52:11.4,4020508,1039.3137,2.4034772,0
95,52:11.4,4052508,1036.3658,2.4777215,0
96,52:11.4,4084508,1038.9614,2.4178801,0
97,52:11.5,4116512,1036.3591,2.2735851,0
98,52:11.5,4148516,1035.5219,2.4836814,0
99,52:11.6,4180528,1037.0862,2.470063,0
100,52:11.6,4212528,1036.5907,2.4422286,0
101,52:11.6,4244532,1039.7064,2.3226087,0
102,52:11.7,4276532,1035.6199,2.2175434,0
103,52:11.7,4308540,1035.7338,2.4400349,0
104,52:11.7,4340540,1040.257,2.531281,0
105,52:11.7,4372540,1037.0394,2.423579,0
106,52:11.8,4404544,1038.3802,2.4998581,0
107,52:11.8,4436560,1032.9608,2.2379758,0
108,52:11.8,4468572,1037.6266,2.3158827,0
109,52:11.9,4500572,1036.9869,2.428833,0
110,52:11.9,4532580,1037.6272,2.4178081,0
111,52:12.0,4564584,1036.7417,2.2328725,0
112,52:12.0,4596588,1036.5542,2.3866596,0
113,52:12.0,4628592,1039.9463,2.2140102,0
114,52:12.0,4660596,1036.9454,2.4573519,0
115,52:12.1,4692604,1038.7463,2.352057,0
116,52:12.1,4724612,1036.8535,2.2480059,0
117,52:12.1,4756612,1034.4017,2.3430688,0
118,52:12.2,4788620,1037.6628,2.2559927,0
119,52:12.2,4820628,1038.3671,2.4444203,0
120,52:12.2,4852628,1037.3484,2.4345062,0
121,52:12.3,4884620,1037.7377,2.1668556,0
122,52:12.3,4916636,1034.0427,2.3001454,0
123,52:12.3,4948620,1034.3843,2.4510312,0
124,52:12.4,4980612,1038.1418,2.3948765,0
125,52:12.4,5012616,1038.095,2.2501411,0
126,52:12.4,5044616,1035.761,2.4061761,0
127,52:12.5,5076616,1037.9279,2.3716743,0
128,52:12.5,5108624,1036.369,2.3803957,0
129,52:12.5,5140628,1038.3492,2.4451823,0
130,52:12.5,5172632,1038.1105,2.1648264,0
131,52:12.6,5204628,1039.8262,2.4497604,0
132,52:12.6,5236636,1034.385,2.2596793,0
133,52:12.6,5268644,1041.6254,2.3588529,0
134,52:12.7,5300652,1037.9739,2.5194452,0
135,52:12.7,5332660,1034.1777,2.4142904,0
136,52:12.8,5364656,1034.0353,2.4777215,0
137,52:12.8,5396660,1036.2183,2.5458295,0
138,52:12.8,5428660,1036.8619,2.2716644,0
139,52:12.8,5460664,1033.0697,2.4058735,0
140,52:12.9,5492664,1041.9351,2.180846,0
141,52:12.9,5524668,1037.2346,2.5031972,0
142,52:12.9,5556660,1036.6932,2.4077117,0
143,52:13.0,5588660,1038.818,2.2859936,0
144,52:13.0,5620676,1037.87,2.436024,0
145,52:13.0,5652688,1033.9484,2.2510982,0
146,52:13.1,5684696,1036.6101,2.0783484,0
147,52:13.1,5716692,1034.5585,2.2586486,0
148,52:13.1,5748704,1035.6425,2.1855385,0
149,52:13.1,5780708,1037.6006,2.1808195,0
150,52:13.2,5812708,1038.2338,2.2565732,0
151,52:13.2,5844712,1033.8506,2.023962,0
152,52:13.3,5876700,1038.5858,2.4338605,0
153,52:13.3,5908704,1039.0081,2.3891337,0
154,52:13.3,5940704,1040.5521,2.0800142,0
155,52:13.4,5972688,1038.4561,2.5696681,0
156,52:13.4,6004696,1038.5033,2.352354,0
157,52:13.4,6036688,1036.7511,2.2502189,0
158,52:13.4,6068692,1036.5493,2.3763943,0
159,52:13.5,6100692,1037.4808,2.3597903,0
160,52:13.5,6132680,1040.1644,2.2062013,0
161,52:13.5,6164664,1039.4449,2.0031919,0
162,52:13.6,6196660,1037.9833,2.4325569,0
163,52:13.6,6228672,1039.5469,2.4160018,0
164,52:13.6,6260672,1037.5388,2.3429694,0
165,52:13.7,6292680,1040.5553,2.338506,0
166,52:13.7,6324684,1036.1692,2.4433725,0
167,52:13.7,6356684,1039.5126,2.3436775,0
168,52:13.8,6388688,1032.5208,2.7400787,0
169,52:13.8,6420684,1037.5355,2.4399037,0
170,52:13.8,6452688,1033.3882,2.1727705,0
171,52:13.9,6484684,1035.8123,2.1986957,0
172,52:13.9,6516692,1037.0504,2.345552,0
173,52:13.9,6548688,1034.9684,2.169245,0
174,52:14.0,6580696,1039.1102,2.4618959,0
175,52:14.0,6612700,1038.5371,2.2481225,0
176,52:14.0,6644696,1038.1449,2.4528356,0
177,52:14.0,6676700,1035.8998,2.3903515,0
178,52:14.1,6708704,1039.522,2.4680119,0
179,52:14.1,6740708,1039.45,2.4708993,0
180,52:14.2,6772720,1034.4563,2.1141822,0
181,52:14.2,6804716,1037.026,2.387574,0
182,52:14.2,6836716,1035.3062,2.2469442,0
183,52:14.3,6868716,1034.0525,2.0567834,0
184,52:14.3,6900712,1036.2007,2.1528687,0
185,52:14.3,6932716,1040.7472,2.1073294,0
186,52:14.3,6964716,1036.6268,2.3214557,0
187,52:14.4,6996724,1039.2888,2.4476688,0
188,52:14.4,7028752,1039.8367,2.3280156,0
189,52:14.4,7060752,1040.9088,2.4051962,0
190,52:14.5,7092752,1036.4003,2.449594,0
191,52:14.5,7124748,1034.9253,2.6313007,0
192,52:14.5,7156748,1032.0602,2.2092204,0
193,52:14.6,7188732,1032.293,2.2352695,0
194,52:14.6,7220736,1034.7502,2.4035621,0
195,52:14.6,7252728,1037.8439,2.1066248,0
196,52:14.7,7284728,1038.8424,2.2991962,0
197,52:14.7,7316740,1039.7651,2.0957797,0
198,52:14.7,7348748,1038.7717,2.4168448,0
199,52:14.8,7380756,1042.4017,2.3546293,0
200,52:14.8,7412756,1039.3998,2.4619904,0
201,52:14.8,7444768,1039.078,2.4949169,0
202,52:14.9,7476776,1037.3315,2.155827,0
203,52:14.9,7508776,1036.923,2.5143919,0
204,52:14.9,7540784,1037.8129,2.2115507,0
205,52:14.9,7572776,1037.6149,2.0622523,0
206,52:15.0,7604780,1040.7819,2.2092466,0
207,52:15.0,7636780,1037.0593,2.3335848,0
208,52:15.1,7668784,1040.276,2.3466187,0
209,52:15.1,7700780,1038.5905,2.5850477,0
210,52:15.1,7732788,1037.1761,2.4341116,0
211,52:15.1,7764788,1037.0228,2.5736969,0
212,52:15.2,7796792,1036.4705,2.6385024,0
213,52:15.2,7828788,1035.2661,2.5856557,0
214,52:15.2,7860796,1035.8999,2.6368694,0
215,52:15.3,7892816,1034.5565,2.3923352,0
216,52:15.3,7924820,1032.3462,2.0739188,0
217,52:15.3,7956828,1038.4983,2.2331331,0
218,52:15.4,7988836,1036.4426,2.2364798,0
219,52:15.4,8020836,1037.0034,2.2070191,0
220,52:15.4,8052824,1039.209,2.410768,0
221,52:15.4,8084832,1039.4541,2.5535116,0
222,52:15.5,8116832,1039.5919,2.3832304,0
223,52:15.5,8148832,1035.9653,2.3191478,0
224,52:15.6,8180836,1036.4778,2.4757946,0
225,52:15.6,8212852,1037.6033,2.1578376,0
226,52:15.6,8244860,1036.8071,2.1029191,0
227,52:15.7,8276860,1039.9147,2.4332507,0
228,52:15.7,8308860,1035.5171,2.0875144,0
229,52:15.7,8340860,1037.2266,2.2302117,0
230,52:15.7,8372852,1036.02,2.513871,0
231,52:15.8,8404844,1037.2583,2.5640669,0
232,52:15.8,8436844,1044.0739,2.4416685,0
233,52:15.8,8468852,1040.3721,2.6385024,0
234,52:15.9,8500848,1035.6166,2.4697919,0
235,52:15.9,8532856,1034.2672,2.1673524,0
236,52:16.0,8564856,1038.0435,2.1566639,0
237,52:16.0,8596864,1031.9722,2.3002341,0
238,52:16.0,8628852,1035.7587,2.2772176,0
239,52:16.1,8660856,1036.7454,2.3280656,0
240,52:16.1,8692860,1038.4811,2.1995163,0
241,52:16.1,8724868,1039.7356,2.2458687,0
242,52:16.1,8756880,1043.4763,2.5156765,0
243,52:16.2,8788888,1038.0193,2.3717234,0
244,52:16.2,8820880,1040.8271,2.2663412,0
245,52:16.2,8852880,1040.4412,2.2426915,0
246,52:16.3,8884876,1037.993,2.4871593,0
247,52:16.3,8916884,1038.0251,2.2559927,0
248,52:16.3,8948884,1039.0789,2.219944,0
249,52:16.3,8980892,1035.8726,2.257076,0
250,52:16.4,9012892,1034.0302,2.1725562,0
251,52:16.4,9044880,1036.5774,2.0599506,0
252,52:16.5,9076888,1041.4603,2.2579658,0
253,52:16.5,9108892,1039.3549,2.1598597,0
254,52:16.5,9140900,1039.2115,2.3867936,0
255,52:16.6,9172900,1042.7548,2.4941702,0
256,52:16.6,9204900,1039.6263,2.5496793,0
257,52:16.6,9236912,1036.1008,2.2669575,0
258,52:16.6,9268912,1035.838,2.1782155,0
259,52:16.7,9300912,1036.411,2.2206256,0
260,52:16.7,9332908,1035.2858,2.4119265,0
261,52:16.7,9364912,1037.5131,2.1502714,0
262,52:16.8,9396904,1037.5392,2.3951683,0
263,52:16.8,9428908,1039.575,2.3375101,0
264,52:16.9,9460908,1039.1874,2.0870125,0
265,52:16.9,9492912,1039.0995,2.290077,0
266,52:16.9,9524916,1033.473,2.526113,0
267,52:16.9,9556904,1037.5835,2.6011312,0
268,52:17.0,9588892,1035.1705,2.33009,0
269,52:17.0,9620888,1034.9857,2.5022669,0
270,52:17.0,9652892,1035.5042,2.1803923,0
271,52:17.1,9684884,1031.4399,2.2371955,0
272,52:17.1,9716892,1035.5905,2.3668466,0
273,52:17.1,9748904,1035.767,2.1578918,0
274,52:17.2,9780916,1038.0966,2.1527064,0
275,52:17.2,9812916,1038.7361,2.319612,0
276,52:17.2,9844916,1038.1805,2.4889255,0
277,52:17.2,9876920,1037.4392,2.4237111,0
278,52:17.3,9908912,1040.2554,2.3598766,0
279,52:17.3,9940916,1035.3833,2.4308453,0
280,52:17.3,9972916,1034.7859,2.2964604,0
281,52:17.4,10004920,1035.5437,2.3836701,0
282,52:17.4,10036936,1039.5409,2.1999793,0
283,52:17.5,10068972,1037.8451,2.1457596,0
284,52:17.5,10101000,1038.6176,2.2032049,0
285,52:17.5,10133020,1035.5537,2.4494278,0
286,52:17.6,10165048,1039.3981,2.1742704,0
287,52:17.6,10197072,1042.259,2.6563663,0
288,52:17.6,10229100,1038.3037,2.3891337,0
289,52:17.6,10261128,1035.4391,2.6957793,0
290,52:17.7,10293156,1033.7433,2.3432801,0
291,52:17.7,10325176,1033.328,2.480633,0
292,52:17.7,10357192,1034.4766,2.168829,0
293,52:17.8,10389224,1038.3063,2.3170509,0
294,52:17.8,10421240,1035.7379,2.2346053,0
295,52:17.9,10453268,1036.4641,2.3027756,0
296,52:17.9,10485300,1036.6085,2.2356341,0
297,52:17.9,10517324,1040.2688,2.2729068,0
298,52:17.9,10549352,1037.3804,2.4635267,0
299,52:18.0,10581380,1039.384,2.5370347,0
300,52:18.0,10613400,1038.2078,2.5344524,0
301,52:18.0,10645424,1036.718,2.3542461,0
302,52:18.1,10677440,1036.351,2.4004481,0
303,52:18.1,10709468,1032.9901,2.4224138,0
304,52:18.1,10741488,1036.0161,2.1314704,0
305,52:18.2,10773500,1038.5858,1.9857541,0
306,52:18.2,10805520,1039.071,2.1742837,0
307,52:18.2,10837552,1038.5044,2.3968809,0
308,52:18.2,10869580,1039.9424,2.5084934,0
309,52:18.3,10901600,1040.6814,2.3941593,0
310,52:18.3,10933628,1037.6559,2.5663927,0
311,52:18.3,10965660,1041.6021,2.3476851,0
312,52:18.4,10997672,1035.054,2.3682482,0
313,52:18.4,11029696,1037.2035,2.3921893,0
314,52:18.5,11061724,1035.6455,2.3965895,0
315,52:18.5,11093752,1037.339,2.0672562,0
316,52:18.5,11125784,1034.2605,2.3651123,0
317,52:18.5,11157792,1042.853,2.1227,0
318,52:18.6,11189820,1035.9308,2.4064541,0
319,52:18.6,11221840,1040.7323,2.5718644,0
320,52:18.6,11253868,1041.9805,2.3111022,0
321,52:18.7,11285896,1041.6135,2.329103,0
322,52:18.7,11317912,1039.0601,2.4987752,0
323,52:18.7,11349936,1032.8793,2.2939496,0
324,52:18.8,11381972,1035.1989,2.1734805,0
325,52:18.8,11414000,1034.4951,2.0371625,0
326,52:18.8,11446024,1038.3087,2.4593883,0
327,52:18.8,11478052,1036.7018,2.2036276,0
328,52:18.9,11510068,1036.4716,2.3157821,0
329,52:18.9,11542100,1037.172,2.3893285,0
330,52:19.0,11574128,1040.1351,2.3092504,0
331,52:19.0,11606140,1037.0775,2.1604257,0
332,52:19.0,11638176,1038.9308,2.2354255,0
333,52:19.1,11670200,1035.0791,2.2770643,0
334,52:19.1,11702224,1036.524,2.3894625,0
335,52:19.1,11734244,1036.9642,2.3564579,0
336,52:19.1,11766276,1043.6121,2.5567465,0
337,52:19.2,11798296,1035.4635,2.0179279,0
338,52:19.2,11830320,1037.3014,2.3741274,0
339,52:19.2,11862336,1036.7917,2.4717708,0
340,52:19.3,11894372,1038.285,2.2754278,0
341,52:19.3,11926400,1039.0061,1.9960747,0
342,52:19.4,11958408,1036.342,2.2391591,0
343,52:19.4,11990428,1038.5469,1.9746577,0
344,52:19.4,12022452,1037.6277,2.3197627,0
345,52:19.4,12054480,1036.9613,2.3966258,0
346,52:19.5,12086504,1037.3662,2.4238431,0
347,52:19.5,12118524,1038.8171,2.4912164,0
348,52:19.5,12150540,1035.0137,2.4535592,0
349,52:19.6,12182564,1035.4496,2.377692,0
350,52:19.6,12214592,1036.9061,2.4873347,0
351,52:19.6,12246620,1036.8704,2.153558,0
352,52:19.6,12278640,1037.2629,2.2649667,0
353,52:19.7,12310668,1034.6643,2.2075861,0
354,52:19.7,12342704,1035.7363,2.2248158,0
355,52:19.8,12374724,1037.3816,2.3995023,0
356,52:19.8,12406748,1035.369,2.1631453,0
357,52:19.8,12438764,1036.002,2.6422942,0
358,52:19.9,12470780,1042.6025,2.2530754,0
359,52:19.9,12502796,1035.3926,2.4095361,0
360,52:19.9,12534812,1034.3743,2.652858,0
361,52:19.9,12566836,1036.8414,2.3249757,0
362,52:20.0,12598868,1041.3303,2.3268278,0
363,52:20.0,12630888,1035.2284,2.3740661,0
364,52:20.0,12662908,1041.1814,2.2804234,0
365,52:20.1,12694936,1041.3514,2.0686073,0
366,52:20.1,12726956,1042.9739,2.1859381,0
367,52:20.2,12758988,1038.5203,2.3072958,0
368,52:20.2,12791012,1040.5806,2.32321,0
369,52:20.2,12823028,1041.9786,2.2780099,0
370,52:20.2,12855056,1034.5961,2.2634242,0
371,52:20.3,12887072,1039.3611,2.2180555,0
372,52:20.3,12919092,1036.6377,2.1335721,0
373,52:20.3,12951124,1036.0898,2.6143119,0
374,52:20.4,12983144,1039.4126,2.3480444,0
375,52:20.4,13015164,1035.1758,2.3291781,0
376,52:20.4,13047200,1032.4171,2.3115554,0
377,52:20.5,13079212,1037.4498,2.387464,0
378,52:20.5,13111244,1036.8958,2.4483106,0
379,52:20.5,13143272,1035.8893,2.4679058,0
380,52:20.6,13175312,1034.9017,2.3421869,0
381,52:20.6,13207336,1038.6759,2.267843,0
382,52:20.6,13239368,1039.6763,2.3481066,0
383,52:20.7,13271396,1034.0734,2.1501091,0
384,52:20.7,13303416,1034.2029,2.2442744,0
385,52:20.7,13335428,1038.0209,2.3095024,0
386,52:20.7,13367440,1037.3729,2.2887802,0
387,52:20.8,13399476,1036.5563,2.3266649,0
388,52:20.8,13431500,1039.8975,2.4069622,0
389,52:20.8,13463528,1037.9462,2.5394311,0
390,52:20.9,13495552,1036.5378,2.3927245,0
391,52:20.9,13527576,1033.0278,2.2407832,0
392,52:21.0,13559592,1037.2854,2.4608791,0
393,52:21.0,13591624,1036.4131,2.4429555,0
394,52:21.0,13623656,1031.5502,2.1704791,0
395,52:21.0,13655676,1036.8358,2.116631,0
396,52:21.1,13687696,1040.8307,1.8627913,0
397,52:21.1,13719700,1039.5131,2.3066905,0
398,52:21.1,13751732,1040.7911,2.2952943,0
399,52:21.2,13783752,1042.0248,2.2163754,0
400,52:21.2,13815768,1037.2881,2.6659467,0
401,52:21.2,13847796,1039.4016,2.5548449,0
402,52:21.3,13879824,1035.6533,2.45612,0
403,52:21.3,13911840,1034.9063,2.5250645,0
404,52:21.3,13943868,1031.0717,2.0641849,0
405,52:21.4,13975904,1034.3491,2.0378053,0
406,52:21.4,14007928,1038.371,2.0190094,0
407,52:21.4,14039952,1038.0994,2.1796312,0
408,52:21.5,14071980,1039.3866,2.0793424,0
409,52:21.5,14104020,1041.9888,2.377496,0
410,52:21.5,14136060,1037.7197,2.3805423,0
411,52:21.6,14168084,1036.8329,2.5394197,0
412,52:21.6,14200116,1036.2178,2.2910552,0
413,52:21.6,14232140,1043.2173,2.4069378,0
414,52:21.6,14264160,1034.7605,2.4108284,0
415,52:21.7,14296176,1038.9344,2.5992172,0
416,52:21.7,14328216,1034.9991,2.0658762,0
417,52:21.7,14360248,1039.2463,2.214431,0
418,52:21.8,14392264,1037.2028,2.4008846,0
419,52:21.8,14424280,1036.2257,2.3290155,0
420,52:21.9,14456312,1037.7991,2.3897061,0
421,52:21.9,14488340,1037.8444,2.4189031,0
422,52:21.9,14520368,1036.3917,2.485661,0
423,52:22.0,14552392,1034.7505,2.6225259,0
424,52:22.0,14584416,1038.3645,2.4254875,0
425,52:22.0,14616444,1038.4053,2.4552076,0
426,52:22.0,14648468,1038.5029,2.4405477,0
427,52:22.1,14680504,1033.5946,2.0062406,0
428,52:22.1,14712516,1040.4441,2.1411974,0
429,52:22.1,14744532,1038.025,2.1597791,0
430,52:22.2,14776552,1039.4478,2.3783774,0
431,52:22.2,14808592,1039.6195,2.2626913,0
432,52:22.2,14840620,1041.1763,2.4423597,0
433,52:22.2,14872644,1039.4407,2.4302347,0
434,52:22.3,14904668,1036.135,2.5309014,0
435,52:22.3,14936680,1034.0315,2.1139343,0
436,52:22.4,14968696,1033.2535,2.1817,0
437,52:22.4,15000728,1034.2427,2.1821401,0
438,52:22.4,15032744,1039.1842,2.1543686,0
439,52:22.5,15064768,1038.6949,2.1760099,0
440,52:22.5,15096800,1037.4808,2.5357265,0
441,52:22.5,15128820,1041.0027,2.2294157,0
442,52:22.5,15160844,1035.871,2.2730346,0
443,52:22.6,15192868,1030.5189,2.4913566,0
444,52:22.6,15224896,1036.3074,2.543874,0
445,52:22.6,15256920,1033.8988,2.1900218,0
446,52:22.7,15288948,1038.894,2.1177995,0
447,52:22.7,15320976,1033.6904,2.0024509,0
448,52:22.8,15352984,1037.8503,2.1636565,0
449,52:22.8,15385016,1040.7126,2.2387431,0
450,52:22.8,15417036,1039.2097,2.4638338,0
451,52:22.8,15449064,1035.9539,2.3436651,0
452,52:22.9,15481088,1036.446,2.5976939,0
453,52:22.9,15513124,1037.4324,2.4154234,0
454,52:22.9,15545140,1039.1361,2.3492341,0
455,52:23.0,15577160,1036.4299,2.4397488,0
456,52:23.0,15609196,1034.3258,2.2794659,0
457,52:23.0,15641228,1033.2518,2.2833824,0
458,52:23.1,15673248,1037.687,2.2219622,0
459,52:23.1,15705272,1036.2383,2.1861777,0
460,52:23.1,15737304,1038.4651,2.2406142,0
461,52:23.1,15769324,1037.3014,2.1037493,0
462,52:23.2,15801340,1038.3274,2.3006516,0
463,52:23.2,15833364,1040.3127,2.5490286,0
464,52:23.2,15865384,1039.5802,2.6142228,0
465,52:23.3,15897404,1032.6802,2.4844899,0
466,52:23.3,15929432,1038.2301,2.1431675,0
467,52:23.3,15961456,1035.1527,2.2626398,0
468,52:23.4,15993484,1033.834,2.1774137,0
469,52:23.4,16025512,1037.2679,2.2895558,0
470,52:23.5,16057540,1038.1586,2.1281087,0
471,52:23.5,16089564,1035.7671,2.3099558,0
472,52:23.5,16121596,1041.8361,2.3536899,0
473,52:23.5,16153620,1040.8757,2.2183833,0
474,52:23.6,16185644,1033.941,2.4399872,0
475,52:23.6,16217680,1039.1891,2.1729984,0
476,52:23.6,16249712,1037.9935,2.5632155,0
477,52:23.7,16281736,1036.2543,2.2421856,0
478,52:23.7,16313760,1035.0813,2.486855,0
479,52:23.7,16345776,1035.6074,2.2343969,0
480,52:23.7,16377800,1034.3247,2.2077971,0
481,52:23.8,16409824,1038.901,2.1575141,0
482,52:23.8,16441848,1034.557,2.428761,0
483,52:23.9,16473864,1037.1047,2.1434798,0
484,52:23.9,16505888,1039.0889,1.9755418,0
485,52:23.9,16537904,1039.6604,2.3109007,0
486,52:24.0,16569936,1038.4663,2.278585,0
487,52:24.0,16601972,1036.5182,2.4358447,0
488,52:24.0,16633992,1036.537,2.398459,0
489,52:24.0,16666036,1035.7271,2.5095723,0
490,52:24.1,16698060,1038.6049,2.309288,0
491,52:24.1,16730088,1038.7596,2.3987987,0
492,52:24.1,16762132,1034.0356,2.3512032,0
493,52:24.2,16794148,1035.4504,2.251085,0
494,52:24.2,16826164,1039.3785,2.4166038,0
495,52:24.3,16858188,1036.7148,2.4341235,0
496,52:24.3,16890212,1038.8269,2.1873488,0
497,52:24.3,16922248,1037.7303,2.3256016,0
498,52:24.3,16954264,1030.3972,2.2628713,0
499,52:24.4,16986284,1035.934,2.4526575,0
500,52:24.4,17018320,1037.4725,2.6103013,0
501,52:24.4,17050332,1034.223,2.2544053,0
502,52:24.5,17082340,1034.2203,2.4891243,0
503,52:24.5,17114356,1037.6642,2.3664041,0
504,52:24.5,17146384,1034.4962,2.2644527,0
505,52:24.6,17178408,1037.5961,2.1220691,0
506,52:24.6,17210436,1038.6761,2.4047968,0
507,52:24.6,17242472,1039.5378,2.3975487,0
508,52:24.6,17274512,1036.0605,2.6389325,0
509,52:24.7,17306540,1036.0066,2.3594079,0
510,52:24.7,17338556,1031.7401,2.4490595,0
511,52:24.8,17370588,1038.5997,1.9743924,0
512,52:24.8,17402608,1036.7982,2.2560055,0
513,52:24.8,17434640,1041.1669,2.3834379,0
514,52:24.9,17466664,1037.6506,2.3434291,0
515,52:24.9,17498704,1037.808,2.4405837,0
516,52:24.9,17530736,1038.5646,2.3208537,0
517,52:24.9,17562756,1038.3964,2.0693107,0
518,52:25.0,17594788,1034.9453,2.2121694,0
519,52:25.0,17626812,1040.1865,2.1930363,0
520,52:25.0,17658832,1038.9141,2.3075733,0
521,52:25.1,17690848,1043.0935,2.0155034,0
522,52:25.1,17722868,1034.5272,2.5636356,0
523,52:25.1,17754892,1035.2224,2.484396,0
524,52:25.2,17786920,1032.6188,2.3682849,0
525,52:25.2,17818944,1037.4011,2.4913681,0
526,52:25.2,17850968,1034.2791,2.0212855,0
527,52:25.3,17882988,1033.5574,2.1669359,0
528,52:25.3,17915016,1036.1621,2.1148014,0
529,52:25.3,17947040,1044.4236,2.139348,0
530,52:25.4,17979056,1040.1451,2.4204428,0
531,52:25.4,18011068,1043.85,2.3216062,0
532,52:25.5,18043092,1034.1765,2.7403123,0
533,52:25.5,18075108,1040.4551,2.6277921,0
534,52:25.5,18107128,1029.8347,2.2531917,0
535,52:25.5,18139156,1034.1962,2.4881303,0
536,52:25.6,18171176,1029.118,2.1563265,0
537,52:25.6,18203208,1034.7001,1.9034231,0
538,52:25.6,18235204,1036.1692,1.8838426,0
539,52:25.7,18267212,1051.098,2.1201756,0
540,52:25.7,18299232,1034.7749,2.3895478,0
541,52:25.7,18331272,1041.1278,2.4147847,0
